,0,1,mesa,eleciones,circuito
1,Votantes :,78.96 %,19,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,347,20,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,83.57 %,20,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,350,21,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,90.29 %,21,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,346,22,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,84.68 %,22,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,350,23,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,86.57 %,23,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,344,24,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,82.85 %,24,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,349,25,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,84.53 %,25,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,347,26,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,81.84 %,26,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,349,27,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,84.24 %,27,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,348,28,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,83.62 %,28,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,347,29,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,82.42 %,29,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
2,Votos Comando Electoral:,2,29,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,350,30,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,86.00 %,30,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,348,31,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,81.61 %,31,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,347,32,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,80.69 %,32,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,347,33,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,82.13 %,33,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,350,34,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,82.29 %,34,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,349,35,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,83.38 %,35,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,350,36,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,86.00 %,36,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,349,37,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,83.09 %,37,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,350,38,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,82.00 %,38,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,345,39,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,82.90 %,39,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,348,40,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,84.20 %,40,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
2,Votos Comando Electoral:,1,40,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,346,41,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,80.35 %,41,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,348,42,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,83.05 %,42,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,346,43,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,82.95 %,43,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,348,44,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,78.74 %,44,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,349,45,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,81.95 %,45,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,349,46,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,82.52 %,46,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,350,47,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,85.14 %,47,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,347,48,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,87.03 %,48,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,346,49,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,85.26 %,49,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,348,50,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,81.32 %,50,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,345,51,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,82.03 %,51,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,346,52,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,81.21 %,52,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,349,53,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,84.24 %,53,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,346,54,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,88.44 %,54,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
2,Votos Comando Electoral:,1,54,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,350,55,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,79.71 %,55,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,347,56,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,82.42 %,56,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,351,57,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,82.62 %,57,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,344,58,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,78.78 %,58,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,348,59,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,81.32 %,59,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,348,60,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,84.48 %,60,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,349,61,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,80.80 %,61,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
2,Votos Comando Electoral:,2,61,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,348,62,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,81.32 %,62,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,346,63,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,81.79 %,63,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,346,64,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,84.39 %,64,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,347,65,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,83.29 %,65,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,346,66,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,81.50 %,66,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,345,67,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,86.09 %,67,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,349,68,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,83.09 %,68,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,346,69,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,81.79 %,69,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,344,70,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,79.65 %,70,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,347,71,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,81.84 %,71,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,241,72,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
1,Votantes :,84.65 %,72,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
2,Votos Comando Electoral:,1,72,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,638
0,Total Inscriptos :,348,73,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,83.33 %,73,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,354,74,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,83.90 %,74,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,349,75,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,80.80 %,75,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,351,76,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,79.49 %,76,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,346,77,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,83.24 %,77,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,351,78,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,80.34 %,78,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
2,Votos Comando Electoral:,1,78,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,348,79,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,82.76 %,79,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,346,80,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,83.24 %,80,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,351,81,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,83.19 %,81,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,348,82,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,82.76 %,82,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,351,83,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,80.34 %,83,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,354,84,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,84.75 %,84,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,352,85,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,80.40 %,85,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,349,86,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,80.23 %,86,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,351,87,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,78.06 %,87,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,351,88,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,79.20 %,88,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,348,89,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,81.03 %,89,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,90,90,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
1,Votantes :,82.22 %,90,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
2,Votos Comando Electoral:,1,90,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,639
0,Total Inscriptos :,345,91,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,84.64 %,91,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,344,92,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,86.34 %,92,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,351,93,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,84.05 %,93,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,350,94,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,82.29 %,94,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,349,95,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,83.67 %,95,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,347,96,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,85.01 %,96,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
2,Votos Comando Electoral:,2,96,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,347,97,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,84.73 %,97,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,350,98,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,83.43 %,98,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,348,99,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,84.48 %,99,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,346,100,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,83.24 %,100,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,352,101,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,80.11 %,101,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,353,102,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,84.42 %,102,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,347,103,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,86.74 %,103,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,346,104,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,81.50 %,104,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,349,105,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,82.23 %,105,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,346,106,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,80.35 %,106,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,350,107,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,84.29 %,107,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,349,108,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,83.38 %,108,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,346,109,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,87.57 %,109,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,347,110,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,83.00 %,110,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,345,111,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,81.16 %,111,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,346,112,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,81.79 %,112,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
2,Votos Comando Electoral:,1,112,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,349,113,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,85.67 %,113,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,349,114,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,82.23 %,114,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
2,Votos Comando Electoral:,1,114,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,343,115,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,81.34 %,115,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,223,116,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
1,Votantes :,83.41 %,116,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
2,Votos Comando Electoral:,5,116,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,640
0,Total Inscriptos :,349,117,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
1,Votantes :,82.81 %,117,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
0,Total Inscriptos :,351,118,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
1,Votantes :,79.77 %,118,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
0,Total Inscriptos :,348,119,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
1,Votantes :,85.34 %,119,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
2,Votos Comando Electoral:,2,119,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
0,Total Inscriptos :,351,120,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
1,Votantes :,77.21 %,120,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
0,Total Inscriptos :,349,121,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
1,Votantes :,85.39 %,121,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
0,Total Inscriptos :,349,122,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
1,Votantes :,83.95 %,122,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
0,Total Inscriptos :,351,123,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
1,Votantes :,81.77 %,123,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
0,Total Inscriptos :,164,124,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
1,Votantes :,87.80 %,124,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
2,Votos Comando Electoral:,2,124,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,641
0,Total Inscriptos :,350,125,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,83.43 %,125,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,350,126,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,83.71 %,126,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,345,127,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,83.48 %,127,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,350,128,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,84.00 %,128,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,354,129,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,83.62 %,129,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,350,130,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,82.57 %,130,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,350,131,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,87.71 %,131,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,348,132,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,83.05 %,132,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,350,133,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,85.14 %,133,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,348,134,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,84.77 %,134,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,343,135,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,87.76 %,135,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,351,136,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,87.18 %,136,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,351,137,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,87.46 %,137,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,348,138,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,88.22 %,138,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,351,139,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,86.04 %,139,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,349,140,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,82.81 %,140,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,347,141,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,83.86 %,141,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
