,0,1,mesa,eleciones,circuito
1,Votantes :,76.66 %,45,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,352,46,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,75.57 %,46,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,348,47,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,75.29 %,47,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,347,48,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,74.64 %,48,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,350,49,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,75.71 %,49,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,351,50,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,78.06 %,50,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,348,51,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,75.00 %,51,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,350,52,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,80.86 %,52,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,349,53,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,82.23 %,53,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,353,54,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,75.64 %,54,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,350,55,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,78.29 %,55,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,350,56,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,77.71 %,56,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,346,57,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,73.70 %,57,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,351,58,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,71.79 %,58,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,351,59,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,81.48 %,59,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,347,60,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,72.91 %,60,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,354,61,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,74.58 %,61,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,349,62,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,74.50 %,62,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,347,63,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,78.96 %,63,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,351,64,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,76.92 %,64,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,352,65,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,80.97 %,65,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,350,66,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,75.71 %,66,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,349,67,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,76.50 %,67,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,348,68,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,72.41 %,68,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,351,69,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,76.07 %,69,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,335,70,ELECCIONES GENERALES 14/11/2021,638
1,Votantes :,73.43 %,70,ELECCIONES GENERALES 14/11/2021,638
0,Total Inscriptos :,351,71,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,77.21 %,71,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,354,72,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,74.58 %,72,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,352,73,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,74.15 %,73,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,353,74,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,75.07 %,74,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,353,75,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,73.65 %,75,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,353,76,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,78.47 %,76,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,354,77,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,72.60 %,77,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,348,78,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,75.29 %,78,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,350,79,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,76.57 %,79,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,352,80,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,78.69 %,80,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,353,81,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,73.37 %,81,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,355,82,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,76.62 %,82,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,353,83,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,73.09 %,83,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,351,84,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,72.36 %,84,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,354,85,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,71.47 %,85,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,353,86,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,72.80 %,86,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,350,87,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,70.57 %,87,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,351,88,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,73.79 %,88,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,352,89,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,74.72 %,89,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,252,90,ELECCIONES GENERALES 14/11/2021,639
1,Votantes :,69.44 %,90,ELECCIONES GENERALES 14/11/2021,639
0,Total Inscriptos :,350,91,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,73.43 %,91,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,353,92,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,78.47 %,92,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,348,93,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,78.16 %,93,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,349,94,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,80.80 %,94,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,346,95,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,80.64 %,95,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,355,96,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,74.93 %,96,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,345,97,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,77.68 %,97,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,349,98,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,77.65 %,98,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,349,99,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,80.52 %,99,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,345,100,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,78.55 %,100,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,349,101,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,79.66 %,101,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,351,102,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,75.78 %,102,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,347,103,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,72.05 %,103,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,349,104,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,78.80 %,104,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,352,105,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,71.31 %,105,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,353,106,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,75.64 %,106,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,345,107,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,73.62 %,107,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,349,108,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,73.93 %,108,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,349,109,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,75.93 %,109,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,349,110,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,75.64 %,110,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,349,111,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,79.08 %,111,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,353,112,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,77.34 %,112,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,347,113,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,78.39 %,113,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,350,114,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,76.29 %,114,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,354,115,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,75.42 %,115,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,346,116,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,74.57 %,116,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,88,117,ELECCIONES GENERALES 14/11/2021,640
1,Votantes :,67.05 %,117,ELECCIONES GENERALES 14/11/2021,640
0,Total Inscriptos :,349,118,ELECCIONES GENERALES 14/11/2021,641
1,Votantes :,74.79 %,118,ELECCIONES GENERALES 14/11/2021,641
0,Total Inscriptos :,351,119,ELECCIONES GENERALES 14/11/2021,641
1,Votantes :,72.93 %,119,ELECCIONES GENERALES 14/11/2021,641
0,Total Inscriptos :,351,120,ELECCIONES GENERALES 14/11/2021,641
1,Votantes :,80.34 %,120,ELECCIONES GENERALES 14/11/2021,641
0,Total Inscriptos :,346,121,ELECCIONES GENERALES 14/11/2021,641
1,Votantes :,71.68 %,121,ELECCIONES GENERALES 14/11/2021,641
0,Total Inscriptos :,354,122,ELECCIONES GENERALES 14/11/2021,641
1,Votantes :,74.58 %,122,ELECCIONES GENERALES 14/11/2021,641
0,Total Inscriptos :,350,123,ELECCIONES GENERALES 14/11/2021,641
1,Votantes :,75.71 %,123,ELECCIONES GENERALES 14/11/2021,641
0,Total Inscriptos :,350,124,ELECCIONES GENERALES 14/11/2021,641
1,Votantes :,74.29 %,124,ELECCIONES GENERALES 14/11/2021,641
0,Total Inscriptos :,193,125,ELECCIONES GENERALES 14/11/2021,641
1,Votantes :,74.09 %,125,ELECCIONES GENERALES 14/11/2021,641
0,Total Inscriptos :,353,126,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,80.45 %,126,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,351,127,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,77.21 %,127,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,350,128,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,77.71 %,128,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,350,129,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,81.14 %,129,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,349,130,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,80.23 %,130,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,352,131,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,74.15 %,131,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,354,132,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,79.94 %,132,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,351,133,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,77.78 %,133,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,347,134,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,76.37 %,134,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,348,135,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,77.30 %,135,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,350,136,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,79.71 %,136,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,350,137,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,76.57 %,137,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,351,138,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,81.20 %,138,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,353,139,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,81.30 %,139,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,349,140,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,79.08 %,140,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,353,141,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,80.45 %,141,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,354,142,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,74.29 %,142,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,348,143,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,77.59 %,143,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,351,144,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,76.64 %,144,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,347,145,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,78.67 %,145,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,348,146,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,81.90 %,146,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,354,147,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,74.58 %,147,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,349,148,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,78.22 %,148,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,353,149,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,80.45 %,149,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,351,150,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,79.20 %,150,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,349,151,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,79.08 %,151,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,300,152,ELECCIONES GENERALES 14/11/2021,642
1,Votantes :,76.33 %,152,ELECCIONES GENERALES 14/11/2021,642
0,Total Inscriptos :,350,153,ELECCIONES GENERALES 14/11/2021,643
1,Votantes :,70.57 %,153,ELECCIONES GENERALES 14/11/2021,643
0,Total Inscriptos :,353,154,ELECCIONES GENERALES 14/11/2021,643
1,Votantes :,74.50 %,154,ELECCIONES GENERALES 14/11/2021,643
0,Total Inscriptos :,351,155,ELECCIONES GENERALES 14/11/2021,643
1,Votantes :,73.22 %,155,ELECCIONES GENERALES 14/11/2021,643
0,Total Inscriptos :,353,156,ELECCIONES GENERALES 14/11/2021,643
1,Votantes :,75.07 %,156,ELECCIONES GENERALES 14/11/2021,643
0,Total Inscriptos :,352,157,ELECCIONES GENERALES 14/11/2021,643
1,Votantes :,75.85 %,157,ELECCIONES GENERALES 14/11/2021,643
0,Total Inscriptos :,351,158,ELECCIONES GENERALES 14/11/2021,643
1,Votantes :,74.64 %,158,ELECCIONES GENERALES 14/11/2021,643
0,Total Inscriptos :,104,159,ELECCIONES GENERALES 14/11/2021,643
1,Votantes :,79.81 %,159,ELECCIONES GENERALES 14/11/2021,643
0,Total Inscriptos :,347,160,ELECCIONES GENERALES 14/11/2021,644
1,Votantes :,68.88 %,160,ELECCIONES GENERALES 14/11/2021,644
0,Total Inscriptos :,350,161,ELECCIONES GENERALES 14/11/2021,644
1,Votantes :,74.29 %,161,ELECCIONES GENERALES 14/11/2021,644
0,Total Inscriptos :,83,162,ELECCIONES GENERALES 14/11/2021,644
1,Votantes :,66.27 %,162,ELECCIONES GENERALES 14/11/2021,644
0,Total Inscriptos :,158,163,ELECCIONES GENERALES 14/11/2021,645
1,Votantes :,60.13 %,163,ELECCIONES GENERALES 14/11/2021,645
0,Total Inscriptos :,289,164,ELECCIONES GENERALES 14/11/2021,646
1,Votantes :,60.90 %,164,ELECCIONES GENERALES 14/11/2021,646
0,Total Inscriptos :,124,165,ELECCIONES GENERALES 14/11/2021,647
1,Votantes :,71.77 %,165,ELECCIONES GENERALES 14/11/2021,647
0,Total Inscriptos :,191,166,ELECCIONES GENERALES 14/11/2021,648
1,Votantes :,72.25 %,166,ELECCIONES GENERALES 14/11/2021,648
