,0,1,mesa,eleciones,circuito
0,Total Inscriptos :,348,51,ELECCIONES PASO 11/08/2019,638
1,Votantes :,77.59 %,51,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,349,52,ELECCIONES PASO 11/08/2019,638
1,Votantes :,76.79 %,52,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,350,53,ELECCIONES PASO 11/08/2019,638
1,Votantes :,82.29 %,53,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,347,54,ELECCIONES PASO 11/08/2019,638
1,Votantes :,83.86 %,54,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,350,55,ELECCIONES PASO 11/08/2019,638
1,Votantes :,76.57 %,55,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,349,56,ELECCIONES PASO 11/08/2019,638
1,Votantes :,76.50 %,56,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,350,57,ELECCIONES PASO 11/08/2019,638
1,Votantes :,77.71 %,57,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,345,58,ELECCIONES PASO 11/08/2019,638
1,Votantes :,75.65 %,58,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,350,59,ELECCIONES PASO 11/08/2019,638
1,Votantes :,76.86 %,59,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,350,60,ELECCIONES PASO 11/08/2019,638
1,Votantes :,80.29 %,60,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,349,61,ELECCIONES PASO 11/08/2019,638
1,Votantes :,79.08 %,61,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,349,62,ELECCIONES PASO 11/08/2019,638
1,Votantes :,74.50 %,62,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,348,63,ELECCIONES PASO 11/08/2019,638
1,Votantes :,76.72 %,63,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,347,64,ELECCIONES PASO 11/08/2019,638
1,Votantes :,82.71 %,64,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,348,65,ELECCIONES PASO 11/08/2019,638
1,Votantes :,79.60 %,65,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,346,66,ELECCIONES PASO 11/08/2019,638
1,Votantes :,80.35 %,66,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,345,67,ELECCIONES PASO 11/08/2019,638
1,Votantes :,81.16 %,67,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,349,68,ELECCIONES PASO 11/08/2019,638
1,Votantes :,81.09 %,68,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,348,69,ELECCIONES PASO 11/08/2019,638
1,Votantes :,77.87 %,69,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,347,70,ELECCIONES PASO 11/08/2019,638
1,Votantes :,76.08 %,70,ELECCIONES PASO 11/08/2019,638
2,Votos Comando Electoral:,1,70,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,347,71,ELECCIONES PASO 11/08/2019,638
1,Votantes :,81.27 %,71,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,242,72,ELECCIONES PASO 11/08/2019,638
1,Votantes :,80.58 %,72,ELECCIONES PASO 11/08/2019,638
2,Votos Comando Electoral:,1,72,ELECCIONES PASO 11/08/2019,638
0,Total Inscriptos :,347,73,ELECCIONES PASO 11/08/2019,639
1,Votantes :,78.96 %,73,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,351,74,ELECCIONES PASO 11/08/2019,639
1,Votantes :,83.48 %,74,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,349,75,ELECCIONES PASO 11/08/2019,639
1,Votantes :,75.93 %,75,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,349,76,ELECCIONES PASO 11/08/2019,639
1,Votantes :,82.23 %,76,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,348,77,ELECCIONES PASO 11/08/2019,639
1,Votantes :,79.89 %,77,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,350,78,ELECCIONES PASO 11/08/2019,639
1,Votantes :,76.57 %,78,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,348,79,ELECCIONES PASO 11/08/2019,639
1,Votantes :,76.44 %,79,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,343,80,ELECCIONES PASO 11/08/2019,639
1,Votantes :,78.72 %,80,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,349,81,ELECCIONES PASO 11/08/2019,639
1,Votantes :,77.36 %,81,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,348,82,ELECCIONES PASO 11/08/2019,639
1,Votantes :,80.46 %,82,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,350,83,ELECCIONES PASO 11/08/2019,639
1,Votantes :,76.29 %,83,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,352,84,ELECCIONES PASO 11/08/2019,639
1,Votantes :,74.43 %,84,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,351,85,ELECCIONES PASO 11/08/2019,639
1,Votantes :,73.79 %,85,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,348,86,ELECCIONES PASO 11/08/2019,639
1,Votantes :,75.29 %,86,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,349,87,ELECCIONES PASO 11/08/2019,639
1,Votantes :,74.21 %,87,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,347,88,ELECCIONES PASO 11/08/2019,639
1,Votantes :,73.78 %,88,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,348,89,ELECCIONES PASO 11/08/2019,639
1,Votantes :,78.45 %,89,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,90,90,ELECCIONES PASO 11/08/2019,639
1,Votantes :,82.22 %,90,ELECCIONES PASO 11/08/2019,639
2,Votos Comando Electoral:,1,90,ELECCIONES PASO 11/08/2019,639
0,Total Inscriptos :,343,91,ELECCIONES PASO 11/08/2019,640
1,Votantes :,81.92 %,91,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,345,92,ELECCIONES PASO 11/08/2019,640
1,Votantes :,82.03 %,92,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,348,93,ELECCIONES PASO 11/08/2019,640
1,Votantes :,79.31 %,93,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,349,94,ELECCIONES PASO 11/08/2019,640
1,Votantes :,83.38 %,94,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,347,95,ELECCIONES PASO 11/08/2019,640
1,Votantes :,82.42 %,95,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,349,96,ELECCIONES PASO 11/08/2019,640
1,Votantes :,76.22 %,96,ELECCIONES PASO 11/08/2019,640
2,Votos Comando Electoral:,1,96,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,345,97,ELECCIONES PASO 11/08/2019,640
1,Votantes :,80.29 %,97,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,349,98,ELECCIONES PASO 11/08/2019,640
1,Votantes :,80.52 %,98,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,346,99,ELECCIONES PASO 11/08/2019,640
1,Votantes :,82.08 %,99,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,346,100,ELECCIONES PASO 11/08/2019,640
1,Votantes :,80.64 %,100,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,348,101,ELECCIONES PASO 11/08/2019,640
1,Votantes :,76.44 %,101,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,352,102,ELECCIONES PASO 11/08/2019,640
1,Votantes :,81.25 %,102,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,347,103,ELECCIONES PASO 11/08/2019,640
1,Votantes :,83.57 %,103,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,347,104,ELECCIONES PASO 11/08/2019,640
1,Votantes :,79.54 %,104,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,346,105,ELECCIONES PASO 11/08/2019,640
1,Votantes :,77.46 %,105,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,347,106,ELECCIONES PASO 11/08/2019,640
1,Votantes :,75.50 %,106,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,348,107,ELECCIONES PASO 11/08/2019,640
1,Votantes :,80.17 %,107,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,349,108,ELECCIONES PASO 11/08/2019,640
1,Votantes :,79.08 %,108,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,346,109,ELECCIONES PASO 11/08/2019,640
1,Votantes :,81.21 %,109,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,347,110,ELECCIONES PASO 11/08/2019,640
1,Votantes :,80.12 %,110,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,345,111,ELECCIONES PASO 11/08/2019,640
1,Votantes :,80.58 %,111,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,347,112,ELECCIONES PASO 11/08/2019,640
1,Votantes :,76.66 %,112,ELECCIONES PASO 11/08/2019,640
2,Votos Comando Electoral:,1,112,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,347,113,ELECCIONES PASO 11/08/2019,640
1,Votantes :,81.56 %,113,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,349,114,ELECCIONES PASO 11/08/2019,640
1,Votantes :,77.08 %,114,ELECCIONES PASO 11/08/2019,640
2,Votos Comando Electoral:,1,114,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,343,115,ELECCIONES PASO 11/08/2019,640
1,Votantes :,76.97 %,115,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,219,116,ELECCIONES PASO 11/08/2019,640
1,Votantes :,79.45 %,116,ELECCIONES PASO 11/08/2019,640
2,Votos Comando Electoral:,1,116,ELECCIONES PASO 11/08/2019,640
0,Total Inscriptos :,349,117,ELECCIONES PASO 11/08/2019,641
1,Votantes :,76.79 %,117,ELECCIONES PASO 11/08/2019,641
0,Total Inscriptos :,351,118,ELECCIONES PASO 11/08/2019,641
1,Votantes :,77.49 %,118,ELECCIONES PASO 11/08/2019,641
0,Total Inscriptos :,346,119,ELECCIONES PASO 11/08/2019,641
1,Votantes :,78.32 %,119,ELECCIONES PASO 11/08/2019,641
2,Votos Comando Electoral:,1,119,ELECCIONES PASO 11/08/2019,641
0,Total Inscriptos :,351,120,ELECCIONES PASO 11/08/2019,641
1,Votantes :,74.64 %,120,ELECCIONES PASO 11/08/2019,641
0,Total Inscriptos :,349,121,ELECCIONES PASO 11/08/2019,641
1,Votantes :,79.37 %,121,ELECCIONES PASO 11/08/2019,641
0,Total Inscriptos :,349,122,ELECCIONES PASO 11/08/2019,641
1,Votantes :,79.94 %,122,ELECCIONES PASO 11/08/2019,641
0,Total Inscriptos :,351,123,ELECCIONES PASO 11/08/2019,641
1,Votantes :,80.34 %,123,ELECCIONES PASO 11/08/2019,641
0,Total Inscriptos :,163,124,ELECCIONES PASO 11/08/2019,641
1,Votantes :,79.75 %,124,ELECCIONES PASO 11/08/2019,641
2,Votos Comando Electoral:,2,124,ELECCIONES PASO 11/08/2019,641
0,Total Inscriptos :,350,125,ELECCIONES PASO 11/08/2019,642
1,Votantes :,79.43 %,125,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,350,126,ELECCIONES PASO 11/08/2019,642
1,Votantes :,82.29 %,126,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,345,127,ELECCIONES PASO 11/08/2019,642
1,Votantes :,79.71 %,127,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,350,128,ELECCIONES PASO 11/08/2019,642
1,Votantes :,74.57 %,128,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,352,129,ELECCIONES PASO 11/08/2019,642
1,Votantes :,77.56 %,129,ELECCIONES PASO 11/08/2019,642
2,Votos Comando Electoral:,1,129,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,350,130,ELECCIONES PASO 11/08/2019,642
1,Votantes :,79.71 %,130,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,350,131,ELECCIONES PASO 11/08/2019,642
1,Votantes :,81.71 %,131,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,349,132,ELECCIONES PASO 11/08/2019,642
1,Votantes :,79.94 %,132,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,350,133,ELECCIONES PASO 11/08/2019,642
1,Votantes :,82.29 %,133,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,348,134,ELECCIONES PASO 11/08/2019,642
1,Votantes :,81.03 %,134,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,344,135,ELECCIONES PASO 11/08/2019,642
1,Votantes :,81.10 %,135,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,351,136,ELECCIONES PASO 11/08/2019,642
1,Votantes :,84.33 %,136,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,351,137,ELECCIONES PASO 11/08/2019,642
1,Votantes :,84.62 %,137,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,347,138,ELECCIONES PASO 11/08/2019,642
1,Votantes :,83.00 %,138,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,350,139,ELECCIONES PASO 11/08/2019,642
1,Votantes :,84.57 %,139,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,350,140,ELECCIONES PASO 11/08/2019,642
1,Votantes :,80.57 %,140,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,348,141,ELECCIONES PASO 11/08/2019,642
1,Votantes :,81.03 %,141,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,350,142,ELECCIONES PASO 11/08/2019,642
1,Votantes :,80.57 %,142,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,351,143,ELECCIONES PASO 11/08/2019,642
1,Votantes :,81.20 %,143,ELECCIONES PASO 11/08/2019,642
2,Votos Comando Electoral:,2,143,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,346,144,ELECCIONES PASO 11/08/2019,642
1,Votantes :,82.37 %,144,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,349,145,ELECCIONES PASO 11/08/2019,642
1,Votantes :,73.35 %,145,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,351,146,ELECCIONES PASO 11/08/2019,642
1,Votantes :,84.33 %,146,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,352,147,ELECCIONES PASO 11/08/2019,642
1,Votantes :,81.53 %,147,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,350,148,ELECCIONES PASO 11/08/2019,642
1,Votantes :,80.29 %,148,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,212,149,ELECCIONES PASO 11/08/2019,642
1,Votantes :,85.85 %,149,ELECCIONES PASO 11/08/2019,642
2,Votos Comando Electoral:,1,149,ELECCIONES PASO 11/08/2019,642
0,Total Inscriptos :,348,150,ELECCIONES PASO 11/08/2019,643
1,Votantes :,75.29 %,150,ELECCIONES PASO 11/08/2019,643
0,Total Inscriptos :,350,151,ELECCIONES PASO 11/08/2019,643
1,Votantes :,82.86 %,151,ELECCIONES PASO 11/08/2019,643
0,Total Inscriptos :,349,152,ELECCIONES PASO 11/08/2019,643
1,Votantes :,81.95 %,152,ELECCIONES PASO 11/08/2019,643
0,Total Inscriptos :,350,153,ELECCIONES PASO 11/08/2019,643
1,Votantes :,85.43 %,153,ELECCIONES PASO 11/08/2019,643
0,Total Inscriptos :,351,154,ELECCIONES PASO 11/08/2019,643
1,Votantes :,78.06 %,154,ELECCIONES PASO 11/08/2019,643
0,Total Inscriptos :,180,155,ELECCIONES PASO 11/08/2019,643
1,Votantes :,81.11 %,155,ELECCIONES PASO 11/08/2019,643
2,Votos Comando Electoral:,1,155,ELECCIONES PASO 11/08/2019,643
0,Total Inscriptos :,350,156,ELECCIONES PASO 11/08/2019,644
1,Votantes :,72.86 %,156,ELECCIONES PASO 11/08/2019,644
0,Total Inscriptos :,350,157,ELECCIONES PASO 11/08/2019,644
1,Votantes :,77.14 %,157,ELECCIONES PASO 11/08/2019,644
0,Total Inscriptos :,173,158,ELECCIONES PASO 11/08/2019,644
1,Votantes :,73.99 %,158,ELECCIONES PASO 11/08/2019,644
2,Votos Comando Electoral:,1,158,ELECCIONES PASO 11/08/2019,644
0,Total Inscriptos :,194,159,ELECCIONES PASO 11/08/2019,645
1,Votantes :,72.16 %,159,ELECCIONES PASO 11/08/2019,645
0,Total Inscriptos :,344,160,ELECCIONES PASO 11/08/2019,646
1,Votantes :,72.97 %,160,ELECCIONES PASO 11/08/2019,646
2,Votos Comando Electoral:,1,160,ELECCIONES PASO 11/08/2019,646
0,Total Inscriptos :,144,161,ELECCIONES PASO 11/08/2019,647
1,Votantes :,81.25 %,161,ELECCIONES PASO 11/08/2019,647
2,Votos Comando Electoral:,1,161,ELECCIONES PASO 11/08/2019,647
0,Total Inscriptos :,187,162,ELECCIONES PASO 11/08/2019,648
1,Votantes :,77.54 %,162,ELECCIONES PASO 11/08/2019,648
2,Votos Comando Electoral:,1,162,ELECCIONES PASO 11/08/2019,648
