,NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,SENADOR PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,106,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,106,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,3.0,4.0,5.0,106,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,267.0,267.0,267.0,106,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,5.0,,,107,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,107,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,18.0,16.0,16.0,107,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,12.0,11.0,12.0,107,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,110.0,110.0,102.0,107,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,87.0,87.0,97.0,107,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,11.0,9.0,9.0,107,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,7.0,7.0,7.0,107,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,107,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,107,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,4.0,9.0,11.0,107,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,254.0,254.0,254.0,107,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,6.0,,,108,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,6.0,,108,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,19.0,19.0,20.0,108,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,12.0,12.0,9.0,108,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,106.0,105.0,102.0,108,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,102.0,103.0,111.0,108,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,8.0,8.0,6.0,108,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,2.0,2.0,2.0,108,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,108,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,108,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,3.0,3.0,8.0,108,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,258.0,258.0,258.0,108,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,4.0,,,109,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,4.0,,109,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,18.0,18.0,17.0,109,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,10.0,9.0,7.0,109,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,121.0,123.0,109.0,109,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,94.0,94.0,111.0,109,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,11.0,9.0,10.0,109,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,1.0,1.0,1.0,109,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,109,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,109,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,6.0,7.0,10.0,109,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,265.0,265.0,265.0,109,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,3.0,,,110,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,3.0,,110,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,22.0,22.0,20.0,110,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,11.0,9.0,110,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,111.0,111.0,98.0,110,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,96.0,96.0,115.0,110,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,11.0,11.0,10.0,110,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,1.0,1.0,1.0,110,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,1.0,1.0,1.0,110,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,110,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,8.0,8.0,10.0,110,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,264.0,264.0,264.0,110,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,8.0,,,111,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,8.0,,111,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,21.0,21.0,24.0,111,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,10.0,9.0,8.0,111,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,124.0,124.0,114.0,111,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,98.0,100.0,110.0,111,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,9.0,9.0,8.0,111,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,3.0,2.0,2.0,111,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,111,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,111,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,3.0,3.0,10.0,111,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,276.0,276.0,276.0,111,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,9.0,,,112,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,9.0,,112,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,30.0,30.0,24.0,112,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,15.0,16.0,14.0,112,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,104.0,105.0,105.0,112,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,95.0,94.0,105.0,112,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,8.0,8.0,6.0,112,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,2.0,2.0,2.0,112,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,112,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,112,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,10.0,9.0,17.0,112,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,273.0,273.0,273.0,112,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,6.0,,,113,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,6.0,,113,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,21.0,20.0,18.0,113,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,10.0,10.0,10.0,113,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,132.0,132.0,122.0,113,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,85.0,84.0,103.0,113,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,11.0,11.0,11.0,113,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,1.0,1.0,1.0,113,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,113,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,113,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,6.0,8.0,7.0,113,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,272.0,272.0,272.0,113,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,10.0,,,114,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,10.0,,114,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,22.0,20.0,21.0,114,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,8.0,8.0,7.0,114,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,118.0,118.0,111.0,114,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,85.0,87.0,99.0,114,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,9.0,9.0,9.0,114,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,8.0,7.0,7.0,114,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,114,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,114,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,7.0,8.0,13.0,114,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,267.0,267.0,267.0,114,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,5.0,,,115,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,115,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,16.0,16.0,18.0,115,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,13.0,12.0,12.0,115,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,122.0,120.0,112.0,115,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,94.0,96.0,107.0,115,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,9.0,8.0,8.0,115,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,1.0,0.0,1.0,115,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,115,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,115,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,7.0,10.0,9.0,115,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,267.0,267.0,267.0,115,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,10.0,,,116,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,11.0,,116,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,17.0,15.0,15.0,116,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,10.0,12.0,12.0,116,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,108.0,108.0,103.0,116,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,94.0,94.0,102.0,116,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,12.0,12.0,13.0,116,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,4.0,4.0,4.0,116,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,116,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,116,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,3.0,2.0,9.0,116,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,258.0,258.0,258.0,116,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,4.0,,,117,ELECCIONES GENERALES 14/11/2021,640
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,3.0,,117,ELECCIONES GENERALES 14/11/2021,640
2,503.0,AZA.AVANZA LIBERTAD,2.0,3.0,3.0,117,ELECCIONES GENERALES 14/11/2021,640
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,4.0,4.0,6.0,117,ELECCIONES GENERALES 14/11/2021,640
4,506.0,AZA.JUNTOS,27.0,27.0,25.0,117,ELECCIONES GENERALES 14/11/2021,640
5,507.0,FRENTE DE TODOS,21.0,21.0,22.0,117,ELECCIONES GENERALES 14/11/2021,640
6,508.0,FRENTE VAMOS CON VOS,1.0,1.0,1.0,117,ELECCIONES GENERALES 14/11/2021,640
7,,VOTOS NULOS,0.0,0.0,0.0,117,ELECCIONES GENERALES 14/11/2021,640
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,117,ELECCIONES GENERALES 14/11/2021,640
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,117,ELECCIONES GENERALES 14/11/2021,640
10,,VOTOS EN BLANCO,0.0,0.0,2.0,117,ELECCIONES GENERALES 14/11/2021,640
11,,TOTALES,59.0,59.0,59.0,117,ELECCIONES GENERALES 14/11/2021,640
0,501.0,AZA.+ VALORES,7.0,,,118,ELECCIONES GENERALES 14/11/2021,641
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,6.0,,118,ELECCIONES GENERALES 14/11/2021,641
2,503.0,AZA.AVANZA LIBERTAD,20.0,19.0,18.0,118,ELECCIONES GENERALES 14/11/2021,641
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,17.0,17.0,16.0,118,ELECCIONES GENERALES 14/11/2021,641
4,506.0,AZA.JUNTOS,117.0,118.0,111.0,118,ELECCIONES GENERALES 14/11/2021,641
5,507.0,FRENTE DE TODOS,84.0,85.0,98.0,118,ELECCIONES GENERALES 14/11/2021,641
6,508.0,FRENTE VAMOS CON VOS,8.0,9.0,9.0,118,ELECCIONES GENERALES 14/11/2021,641
7,,VOTOS NULOS,2.0,1.0,2.0,118,ELECCIONES GENERALES 14/11/2021,641
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,118,ELECCIONES GENERALES 14/11/2021,641
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,118,ELECCIONES GENERALES 14/11/2021,641
10,,VOTOS EN BLANCO,6.0,6.0,7.0,118,ELECCIONES GENERALES 14/11/2021,641
11,,TOTALES,261.0,261.0,261.0,118,ELECCIONES GENERALES 14/11/2021,641
0,501.0,AZA.+ VALORES,4.0,,,119,ELECCIONES GENERALES 14/11/2021,641
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,119,ELECCIONES GENERALES 14/11/2021,641
2,503.0,AZA.AVANZA LIBERTAD,25.0,25.0,21.0,119,ELECCIONES GENERALES 14/11/2021,641
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,10.0,10.0,119,ELECCIONES GENERALES 14/11/2021,641
4,506.0,AZA.JUNTOS,108.0,108.0,102.0,119,ELECCIONES GENERALES 14/11/2021,641
5,507.0,FRENTE DE TODOS,86.0,86.0,97.0,119,ELECCIONES GENERALES 14/11/2021,641
6,508.0,FRENTE VAMOS CON VOS,13.0,10.0,11.0,119,ELECCIONES GENERALES 14/11/2021,641
7,,VOTOS NULOS,0.0,0.0,0.0,119,ELECCIONES GENERALES 14/11/2021,641
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,119,ELECCIONES GENERALES 14/11/2021,641
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,119,ELECCIONES GENERALES 14/11/2021,641
10,,VOTOS EN BLANCO,9.0,12.0,15.0,119,ELECCIONES GENERALES 14/11/2021,641
11,,TOTALES,256.0,256.0,256.0,119,ELECCIONES GENERALES 14/11/2021,641
0,501.0,AZA.+ VALORES,5.0,,,120,ELECCIONES GENERALES 14/11/2021,641
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,120,ELECCIONES GENERALES 14/11/2021,641
2,503.0,AZA.AVANZA LIBERTAD,21.0,20.0,19.0,120,ELECCIONES GENERALES 14/11/2021,641
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,16.0,15.0,14.0,120,ELECCIONES GENERALES 14/11/2021,641
4,506.0,AZA.JUNTOS,120.0,117.0,109.0,120,ELECCIONES GENERALES 14/11/2021,641
5,507.0,FRENTE DE TODOS,106.0,107.0,121.0,120,ELECCIONES GENERALES 14/11/2021,641
6,508.0,FRENTE VAMOS CON VOS,7.0,7.0,5.0,120,ELECCIONES GENERALES 14/11/2021,641
7,,VOTOS NULOS,1.0,1.0,1.0,120,ELECCIONES GENERALES 14/11/2021,641
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,120,ELECCIONES GENERALES 14/11/2021,641
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,120,ELECCIONES GENERALES 14/11/2021,641
10,,VOTOS EN BLANCO,6.0,10.0,13.0,120,ELECCIONES GENERALES 14/11/2021,641
11,,TOTALES,282.0,282.0,282.0,120,ELECCIONES GENERALES 14/11/2021,641
0,501.0,AZA.+ VALORES,7.0,,,121,ELECCIONES GENERALES 14/11/2021,641
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,7.0,,121,ELECCIONES GENERALES 14/11/2021,641
2,503.0,AZA.AVANZA LIBERTAD,16.0,16.0,15.0,121,ELECCIONES GENERALES 14/11/2021,641
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,9.0,9.0,8.0,121,ELECCIONES GENERALES 14/11/2021,641
4,506.0,AZA.JUNTOS,106.0,104.0,100.0,121,ELECCIONES GENERALES 14/11/2021,641
5,507.0,FRENTE DE TODOS,91.0,89.0,103.0,121,ELECCIONES GENERALES 14/11/2021,641
6,508.0,FRENTE VAMOS CON VOS,8.0,8.0,9.0,121,ELECCIONES GENERALES 14/11/2021,641
7,,VOTOS NULOS,3.0,3.0,3.0,121,ELECCIONES GENERALES 14/11/2021,641
8,,VOTOS RECURRIDOS,1.0,1.0,1.0,121,ELECCIONES GENERALES 14/11/2021,641
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,121,ELECCIONES GENERALES 14/11/2021,641
10,,VOTOS EN BLANCO,7.0,11.0,9.0,121,ELECCIONES GENERALES 14/11/2021,641
11,,TOTALES,248.0,248.0,248.0,121,ELECCIONES GENERALES 14/11/2021,641
0,501.0,AZA.+ VALORES,3.0,,,122,ELECCIONES GENERALES 14/11/2021,641
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,3.0,,122,ELECCIONES GENERALES 14/11/2021,641
2,503.0,AZA.AVANZA LIBERTAD,19.0,19.0,16.0,122,ELECCIONES GENERALES 14/11/2021,641
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,12.0,12.0,12.0,122,ELECCIONES GENERALES 14/11/2021,641
4,506.0,AZA.JUNTOS,124.0,123.0,121.0,122,ELECCIONES GENERALES 14/11/2021,641
5,507.0,FRENTE DE TODOS,92.0,93.0,100.0,122,ELECCIONES GENERALES 14/11/2021,641
6,508.0,FRENTE VAMOS CON VOS,9.0,9.0,9.0,122,ELECCIONES GENERALES 14/11/2021,641
7,,VOTOS NULOS,3.0,3.0,2.0,122,ELECCIONES GENERALES 14/11/2021,641
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,122,ELECCIONES GENERALES 14/11/2021,641
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,122,ELECCIONES GENERALES 14/11/2021,641
10,,VOTOS EN BLANCO,2.0,2.0,4.0,122,ELECCIONES GENERALES 14/11/2021,641
11,,TOTALES,264.0,264.0,264.0,122,ELECCIONES GENERALES 14/11/2021,641
0,501.0,AZA.+ VALORES,8.0,,,123,ELECCIONES GENERALES 14/11/2021,641
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,9.0,,123,ELECCIONES GENERALES 14/11/2021,641
2,503.0,AZA.AVANZA LIBERTAD,26.0,24.0,23.0,123,ELECCIONES GENERALES 14/11/2021,641
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,7.0,7.0,6.0,123,ELECCIONES GENERALES 14/11/2021,641
4,506.0,AZA.JUNTOS,124.0,124.0,116.0,123,ELECCIONES GENERALES 14/11/2021,641
5,507.0,FRENTE DE TODOS,81.0,81.0,95.0,123,ELECCIONES GENERALES 14/11/2021,641
6,508.0,FRENTE VAMOS CON VOS,12.0,11.0,12.0,123,ELECCIONES GENERALES 14/11/2021,641
7,,VOTOS NULOS,1.0,0.0,0.0,123,ELECCIONES GENERALES 14/11/2021,641
8,,VOTOS RECURRIDOS,1.0,1.0,1.0,123,ELECCIONES GENERALES 14/11/2021,641
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,123,ELECCIONES GENERALES 14/11/2021,641
10,,VOTOS EN BLANCO,5.0,8.0,12.0,123,ELECCIONES GENERALES 14/11/2021,641
11,,TOTALES,265.0,265.0,265.0,123,ELECCIONES GENERALES 14/11/2021,641
0,501.0,AZA.+ VALORES,8.0,,,124,ELECCIONES GENERALES 14/11/2021,641
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,8.0,,124,ELECCIONES GENERALES 14/11/2021,641
2,503.0,AZA.AVANZA LIBERTAD,22.0,21.0,17.0,124,ELECCIONES GENERALES 14/11/2021,641
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,7.0,6.0,6.0,124,ELECCIONES GENERALES 14/11/2021,641
4,506.0,AZA.JUNTOS,119.0,117.0,109.0,124,ELECCIONES GENERALES 14/11/2021,641
5,507.0,FRENTE DE TODOS,84.0,86.0,98.0,124,ELECCIONES GENERALES 14/11/2021,641
6,508.0,FRENTE VAMOS CON VOS,9.0,9.0,8.0,124,ELECCIONES GENERALES 14/11/2021,641
7,,VOTOS NULOS,6.0,6.0,6.0,124,ELECCIONES GENERALES 14/11/2021,641
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,124,ELECCIONES GENERALES 14/11/2021,641
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,124,ELECCIONES GENERALES 14/11/2021,641
10,,VOTOS EN BLANCO,5.0,7.0,16.0,124,ELECCIONES GENERALES 14/11/2021,641
11,,TOTALES,260.0,260.0,260.0,124,ELECCIONES GENERALES 14/11/2021,641
0,501.0,AZA.+ VALORES,4.0,,,125,ELECCIONES GENERALES 14/11/2021,641
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,4.0,,125,ELECCIONES GENERALES 14/11/2021,641
2,503.0,AZA.AVANZA LIBERTAD,13.0,13.0,13.0,125,ELECCIONES GENERALES 14/11/2021,641
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,3.0,3.0,3.0,125,ELECCIONES GENERALES 14/11/2021,641
4,506.0,AZA.JUNTOS,56.0,57.0,55.0,125,ELECCIONES GENERALES 14/11/2021,641
5,507.0,FRENTE DE TODOS,57.0,56.0,57.0,125,ELECCIONES GENERALES 14/11/2021,641
6,508.0,FRENTE VAMOS CON VOS,8.0,7.0,6.0,125,ELECCIONES GENERALES 14/11/2021,641
7,,VOTOS NULOS,2.0,2.0,2.0,125,ELECCIONES GENERALES 14/11/2021,641
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,125,ELECCIONES GENERALES 14/11/2021,641
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,125,ELECCIONES GENERALES 14/11/2021,641
10,,VOTOS EN BLANCO,0.0,1.0,7.0,125,ELECCIONES GENERALES 14/11/2021,641
11,,TOTALES,143.0,143.0,143.0,125,ELECCIONES GENERALES 14/11/2021,641
0,501.0,AZA.+ VALORES,9.0,,,126,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,9.0,,126,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,13.0,14.0,11.0,126,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,12.0,12.0,10.0,126,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,116.0,116.0,108.0,126,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,108.0,107.0,121.0,126,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,14.0,12.0,10.0,126,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,7.0,7.0,7.0,126,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,126,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,126,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,5.0,7.0,17.0,126,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,284.0,284.0,284.0,126,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,5.0,,,127,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,127,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,29.0,29.0,23.0,127,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,10.0,10.0,127,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,109.0,105.0,101.0,127,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,102.0,106.0,118.0,127,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,6.0,6.0,5.0,127,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,1.0,1.0,1.0,127,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,127,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,127,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,8.0,9.0,13.0,127,ELECCIONES GENERALES 14/11/2021,642
