,NRO,AGRUPACION POLITICA,SENADOR NACIONAL,DIPUTADO NACIONAL,SENADOR PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
83,738,MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,,31,ELECCIONES PASO 13/08/2017,638
84,,LISTA VECINOS POR MERCEDES,,,,5.0,31,ELECCIONES PASO 13/08/2017,638
85,,TOTAL MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,5.0,31,ELECCIONES PASO 13/08/2017,638
86,829,"AGRUP. 25 DE MAYO ""MERCEDES""",,,,,31,ELECCIONES PASO 13/08/2017,638
87,,LISTA 25 DE MAYO,,,,4.0,31,ELECCIONES PASO 13/08/2017,638
88,,"TOTAL AGRUP. 25 DE MAYO ""MERCEDES""",,,,4.0,31,ELECCIONES PASO 13/08/2017,638
89,,VOTOS NULOS,7.0,7.0,7.0,7.0,31,ELECCIONES PASO 13/08/2017,638
90,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,31,ELECCIONES PASO 13/08/2017,638
91,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,31,ELECCIONES PASO 13/08/2017,638
92,,VOTOS EN BLANCO,2.0,5.0,6.0,8.0,31,ELECCIONES PASO 13/08/2017,638
93,,TOTALES,266.0,266.0,266.0,266.0,31,ELECCIONES PASO 13/08/2017,638
0,8,PARTIDO FEDERAL,,,,,32,ELECCIONES PASO 13/08/2017,638
1,0121,LISTA -A- ROJO PUNZO,0.0,0.0,,,32,ELECCIONES PASO 13/08/2017,638
2,,LISTA -B- CELESTE Y BLANCA,0.0,0.0,0.0,,32,ELECCIONES PASO 13/08/2017,638
3,,LISTA -C- FEDERALISMO PURO,0.0,0.0,,,32,ELECCIONES PASO 13/08/2017,638
4,,LISTA -D- ALTERNATIVA,0.0,0.0,,,32,ELECCIONES PASO 13/08/2017,638
5,,TOTAL PARTIDO FEDERAL,0.0,0.0,0.0,,32,ELECCIONES PASO 13/08/2017,638
6,22,PARTIDO HUMANISTA,,,,,32,ELECCIONES PASO 13/08/2017,638
7,,LISTA A NARANJA,0.0,0.0,,,32,ELECCIONES PASO 13/08/2017,638
8,,TOTAL PARTIDO HUMANISTA,0.0,0.0,,,32,ELECCIONES PASO 13/08/2017,638
9,259,PARTIDO DEL CAMPO POPULAR,,,,,32,ELECCIONES PASO 13/08/2017,638
10,,LISTA A-INDEPENDENCIA,0.0,0.0,,,32,ELECCIONES PASO 13/08/2017,638
11,,LISTA B-LIBERTAD,0.0,,,,32,ELECCIONES PASO 13/08/2017,638
12,,LISTA C-SEGURIDAD,0.0,,,,32,ELECCIONES PASO 13/08/2017,638
13,,TOTAL PARTIDO DEL CAMPO POPULAR,0.0,0.0,,,32,ELECCIONES PASO 13/08/2017,638
14,268,MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,,,,,32,ELECCIONES PASO 13/08/2017,638
15,,LISTA UNIDAD 1,0.0,0.0,0.0,,32,ELECCIONES PASO 13/08/2017,638
16,,TOTAL MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,0.0,0.0,0.0,,32,ELECCIONES PASO 13/08/2017,638
17,298,TODOS POR BUENOS AIRES,,,,,32,ELECCIONES PASO 13/08/2017,638
18,,LISTA TOBA,0.0,0.0,0.0,,32,ELECCIONES PASO 13/08/2017,638
19,,TOTAL TODOS POR BUENOS AIRES,0.0,0.0,0.0,,32,ELECCIONES PASO 13/08/2017,638
20,301,PATRIA GRANDE,,,,,32,ELECCIONES PASO 13/08/2017,638
21,,LISTA VAMOS,,0.0,,,32,ELECCIONES PASO 13/08/2017,638
22,,LISTA FUERZA DE LA GENTE,,,0.0,,32,ELECCIONES PASO 13/08/2017,638
23,,TOTAL PATRIA GRANDE,,0.0,0.0,,32,ELECCIONES PASO 13/08/2017,638
24,309,MOVIMIENTO ORGANIZACION DEMOCRATICA,,,,,32,ELECCIONES PASO 13/08/2017,638
25,,LISTA COMPROMISO CIUDADANO,1.0,1.0,,,32,ELECCIONES PASO 13/08/2017,638
26,,TOTAL MOVIMIENTO ORGANIZACION DEMOCRATICA,1.0,1.0,,,32,ELECCIONES PASO 13/08/2017,638
27,501,1PAIS,,,,,32,ELECCIONES PASO 13/08/2017,638
28,,LISTA UN PAIS UNIDO HOY Y SIEMPRE,33.0,32.0,31.0,32.0,32,ELECCIONES PASO 13/08/2017,638
29,,TOTAL 1PAIS,33.0,32.0,31.0,32.0,32,ELECCIONES PASO 13/08/2017,638
30,502,FRENTE SOCIALISTA Y POPULAR,,,,,32,ELECCIONES PASO 13/08/2017,638
31,,LISTA A,0.0,0.0,,,32,ELECCIONES PASO 13/08/2017,638
32,,TOTAL FRENTE SOCIALISTA Y POPULAR,0.0,0.0,,,32,ELECCIONES PASO 13/08/2017,638
33,502/86,PARTIDO SOCIALISTA,,,,,32,ELECCIONES PASO 13/08/2017,638
34,,LISTA FRENTE SOCIALISTA Y POPULAR,,,0.0,,32,ELECCIONES PASO 13/08/2017,638
35,,TOTAL PARTIDO SOCIALISTA,,,0.0,,32,ELECCIONES PASO 13/08/2017,638
36,503,UNIDAD CIUDADANA,,,,,32,ELECCIONES PASO 13/08/2017,638
37,,LISTA CELESTE Y BLANCA U,60.0,58.0,,,32,ELECCIONES PASO 13/08/2017,638
38,,LISTA CELESTE Y BLANCA U2,,,58.0,55.0,32,ELECCIONES PASO 13/08/2017,638
39,,TOTAL UNIDAD CIUDADANA,60.0,58.0,58.0,55.0,32,ELECCIONES PASO 13/08/2017,638
40,504,IZQUIERDA AL FRENTE POR EL SOCIALISMO,,,,,32,ELECCIONES PASO 13/08/2017,638
41,,LISTA UNIDAD DE LA IZQUIERDA,1.0,1.0,1.0,,32,ELECCIONES PASO 13/08/2017,638
42,,TOTAL IZQUIERDA AL FRENTE POR EL SOCIALISMO,1.0,1.0,1.0,,32,ELECCIONES PASO 13/08/2017,638
43,505,FRENTE PATRIOTA BANDERA VECINAL,,,,,32,ELECCIONES PASO 13/08/2017,638
44,,LISTA A-CONDUCCION,1.0,1.0,,,32,ELECCIONES PASO 13/08/2017,638
45,,LISTA B-ESPERANZA,0.0,,,,32,ELECCIONES PASO 13/08/2017,638
46,,LISTA C-ORDEN Y SEGURIDAD,0.0,,,,32,ELECCIONES PASO 13/08/2017,638
47,,LISTA D-SOLIDARIDAD,0.0,,,,32,ELECCIONES PASO 13/08/2017,638
48,,LISTA E-PIONEROS,0.0,,,,32,ELECCIONES PASO 13/08/2017,638
49,,LISTA F-SOBERANIA,0.0,,,,32,ELECCIONES PASO 13/08/2017,638
50,,TOTAL FRENTE PATRIOTA BANDERA VECINAL,1.0,1.0,,,32,ELECCIONES PASO 13/08/2017,638
51,506,ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,,,,32,ELECCIONES PASO 13/08/2017,638
52,,"L.MEMORIA, VERDAD Y JUSTICIA",,0.0,,,32,ELECCIONES PASO 13/08/2017,638
53,,"L.POR TIERRA, TECHO Y TRABAJO",,,0.0,,32,ELECCIONES PASO 13/08/2017,638
54,,TOTAL ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,0.0,0.0,,32,ELECCIONES PASO 13/08/2017,638
55,507,CREO,,,,,32,ELECCIONES PASO 13/08/2017,638
56,,LISTA CONVICCIONES,0.0,0.0,,,32,ELECCIONES PASO 13/08/2017,638
57,,TOTAL CREO,0.0,0.0,,,32,ELECCIONES PASO 13/08/2017,638
58,507/79,PARTIDO RENOVADOR FEDERAL,,,,,32,ELECCIONES PASO 13/08/2017,638
59,,LISTA CONVICCIONES,,,0.0,0.0,32,ELECCIONES PASO 13/08/2017,638
60,,TOTAL PARTIDO RENOVADOR FEDERAL,,,0.0,0.0,32,ELECCIONES PASO 13/08/2017,638
61,508,CAMBIEMOS BUENOS AIRES,,,,,32,ELECCIONES PASO 13/08/2017,638
62,,LISTA CAMBIANDO JUNTOS,132.0,132.0,,,32,ELECCIONES PASO 13/08/2017,638
63,,LISTA 1A AMARILLO,,,131.0,128.0,32,ELECCIONES PASO 13/08/2017,638
64,,TOTAL CAMBIEMOS BUENOS AIRES,132.0,132.0,131.0,128.0,32,ELECCIONES PASO 13/08/2017,638
65,509,FRENTE JUSTICIALISTA,,,,,32,ELECCIONES PASO 13/08/2017,638
66,,LISTA CUMPLIR,25.0,23.0,,,32,ELECCIONES PASO 13/08/2017,638
67,,LISTA CUMPLIR 2,,,23.0,16.0,32,ELECCIONES PASO 13/08/2017,638
68,,LISTA CUMPLIR 4,,,,7.0,32,ELECCIONES PASO 13/08/2017,638
69,,TOTAL FRENTE JUSTICIALISTA,25.0,23.0,23.0,23.0,32,ELECCIONES PASO 13/08/2017,638
70,510,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,,,,,32,ELECCIONES PASO 13/08/2017,638
71,,LISTA 1,3.0,4.0,4.0,4.0,32,ELECCIONES PASO 13/08/2017,638
72,,TOTAL FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,3.0,4.0,4.0,4.0,32,ELECCIONES PASO 13/08/2017,638
73,1902,FRENTE UNION FEDERAL,,,,,32,ELECCIONES PASO 13/08/2017,638
74,,L.AUTOCTONO,,,0.0,,32,ELECCIONES PASO 13/08/2017,638
75,,L.DIGNIDAD POPULAR,,,0.0,,32,ELECCIONES PASO 13/08/2017,638
76,,L.FRENTE UNION FEDERAL,,,0.0,,32,ELECCIONES PASO 13/08/2017,638
77,,L.PRIMERA DAMA DEL PUEBLO,,,0.0,,32,ELECCIONES PASO 13/08/2017,638
78,,L.LABORISTA,,,0.0,,32,ELECCIONES PASO 13/08/2017,638
79,,L.POPULAR,,,0.0,,32,ELECCIONES PASO 13/08/2017,638
80,,L.RENOVACION FEDERAL,,,0.0,,32,ELECCIONES PASO 13/08/2017,638
81,,L.TRES BANDERAS,,,0.0,,32,ELECCIONES PASO 13/08/2017,638
82,,TOTAL FRENTE UNION FEDERAL,,,0.0,,32,ELECCIONES PASO 13/08/2017,638
83,738,MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,,32,ELECCIONES PASO 13/08/2017,638
84,,LISTA VECINOS POR MERCEDES,,,,7.0,32,ELECCIONES PASO 13/08/2017,638
85,,TOTAL MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,7.0,32,ELECCIONES PASO 13/08/2017,638
86,829,"AGRUP. 25 DE MAYO ""MERCEDES""",,,,,32,ELECCIONES PASO 13/08/2017,638
87,,LISTA 25 DE MAYO,,,,7.0,32,ELECCIONES PASO 13/08/2017,638
88,,"TOTAL AGRUP. 25 DE MAYO ""MERCEDES""",,,,7.0,32,ELECCIONES PASO 13/08/2017,638
89,,VOTOS NULOS,0.0,0.0,0.0,0.0,32,ELECCIONES PASO 13/08/2017,638
90,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,32,ELECCIONES PASO 13/08/2017,638
91,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,32,ELECCIONES PASO 13/08/2017,638
92,,VOTOS EN BLANCO,5.0,9.0,13.0,5.0,32,ELECCIONES PASO 13/08/2017,638
93,,TOTALES,261.0,261.0,261.0,261.0,32,ELECCIONES PASO 13/08/2017,638
0,8,PARTIDO FEDERAL,,,,,33,ELECCIONES PASO 13/08/2017,638
1,0121,LISTA -A- ROJO PUNZO,1.0,1.0,,,33,ELECCIONES PASO 13/08/2017,638
2,,LISTA -B- CELESTE Y BLANCA,1.0,1.0,1.0,,33,ELECCIONES PASO 13/08/2017,638
3,,LISTA -C- FEDERALISMO PURO,0.0,0.0,,,33,ELECCIONES PASO 13/08/2017,638
4,,LISTA -D- ALTERNATIVA,0.0,0.0,,,33,ELECCIONES PASO 13/08/2017,638
5,,TOTAL PARTIDO FEDERAL,2.0,2.0,1.0,,33,ELECCIONES PASO 13/08/2017,638
6,22,PARTIDO HUMANISTA,,,,,33,ELECCIONES PASO 13/08/2017,638
7,,LISTA A NARANJA,0.0,0.0,,,33,ELECCIONES PASO 13/08/2017,638
8,,TOTAL PARTIDO HUMANISTA,0.0,0.0,,,33,ELECCIONES PASO 13/08/2017,638
9,259,PARTIDO DEL CAMPO POPULAR,,,,,33,ELECCIONES PASO 13/08/2017,638
10,,LISTA A-INDEPENDENCIA,0.0,0.0,,,33,ELECCIONES PASO 13/08/2017,638
11,,LISTA B-LIBERTAD,0.0,,,,33,ELECCIONES PASO 13/08/2017,638
12,,LISTA C-SEGURIDAD,0.0,,,,33,ELECCIONES PASO 13/08/2017,638
13,,TOTAL PARTIDO DEL CAMPO POPULAR,0.0,0.0,,,33,ELECCIONES PASO 13/08/2017,638
14,268,MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,,,,,33,ELECCIONES PASO 13/08/2017,638
15,,LISTA UNIDAD 1,0.0,0.0,0.0,,33,ELECCIONES PASO 13/08/2017,638
16,,TOTAL MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,0.0,0.0,0.0,,33,ELECCIONES PASO 13/08/2017,638
17,298,TODOS POR BUENOS AIRES,,,,,33,ELECCIONES PASO 13/08/2017,638
18,,LISTA TOBA,0.0,0.0,0.0,,33,ELECCIONES PASO 13/08/2017,638
19,,TOTAL TODOS POR BUENOS AIRES,0.0,0.0,0.0,,33,ELECCIONES PASO 13/08/2017,638
20,301,PATRIA GRANDE,,,,,33,ELECCIONES PASO 13/08/2017,638
21,,LISTA VAMOS,,0.0,,,33,ELECCIONES PASO 13/08/2017,638
22,,LISTA FUERZA DE LA GENTE,,,0.0,,33,ELECCIONES PASO 13/08/2017,638
23,,TOTAL PATRIA GRANDE,,0.0,0.0,,33,ELECCIONES PASO 13/08/2017,638
24,309,MOVIMIENTO ORGANIZACION DEMOCRATICA,,,,,33,ELECCIONES PASO 13/08/2017,638
25,,LISTA COMPROMISO CIUDADANO,1.0,1.0,,,33,ELECCIONES PASO 13/08/2017,638
26,,TOTAL MOVIMIENTO ORGANIZACION DEMOCRATICA,1.0,1.0,,,33,ELECCIONES PASO 13/08/2017,638
27,501,1PAIS,,,,,33,ELECCIONES PASO 13/08/2017,638
28,,LISTA UN PAIS UNIDO HOY Y SIEMPRE,42.0,39.0,38.0,27.0,33,ELECCIONES PASO 13/08/2017,638
29,,TOTAL 1PAIS,42.0,39.0,38.0,27.0,33,ELECCIONES PASO 13/08/2017,638
30,502,FRENTE SOCIALISTA Y POPULAR,,,,,33,ELECCIONES PASO 13/08/2017,638
31,,LISTA A,3.0,3.0,,,33,ELECCIONES PASO 13/08/2017,638
32,,TOTAL FRENTE SOCIALISTA Y POPULAR,3.0,3.0,,,33,ELECCIONES PASO 13/08/2017,638
33,502/86,PARTIDO SOCIALISTA,,,,,33,ELECCIONES PASO 13/08/2017,638
34,,LISTA FRENTE SOCIALISTA Y POPULAR,,,0.0,,33,ELECCIONES PASO 13/08/2017,638
35,,TOTAL PARTIDO SOCIALISTA,,,0.0,,33,ELECCIONES PASO 13/08/2017,638
36,503,UNIDAD CIUDADANA,,,,,33,ELECCIONES PASO 13/08/2017,638
37,,LISTA CELESTE Y BLANCA U,54.0,52.0,,,33,ELECCIONES PASO 13/08/2017,638
38,,LISTA CELESTE Y BLANCA U2,,,52.0,55.0,33,ELECCIONES PASO 13/08/2017,638
39,,TOTAL UNIDAD CIUDADANA,54.0,52.0,52.0,55.0,33,ELECCIONES PASO 13/08/2017,638
40,504,IZQUIERDA AL FRENTE POR EL SOCIALISMO,,,,,33,ELECCIONES PASO 13/08/2017,638
41,,LISTA UNIDAD DE LA IZQUIERDA,3.0,3.0,3.0,,33,ELECCIONES PASO 13/08/2017,638
42,,TOTAL IZQUIERDA AL FRENTE POR EL SOCIALISMO,3.0,3.0,3.0,,33,ELECCIONES PASO 13/08/2017,638
43,505,FRENTE PATRIOTA BANDERA VECINAL,,,,,33,ELECCIONES PASO 13/08/2017,638
44,,LISTA A-CONDUCCION,0.0,0.0,,,33,ELECCIONES PASO 13/08/2017,638
45,,LISTA B-ESPERANZA,0.0,,,,33,ELECCIONES PASO 13/08/2017,638
46,,LISTA C-ORDEN Y SEGURIDAD,0.0,,,,33,ELECCIONES PASO 13/08/2017,638
47,,LISTA D-SOLIDARIDAD,0.0,,,,33,ELECCIONES PASO 13/08/2017,638
48,,LISTA E-PIONEROS,0.0,,,,33,ELECCIONES PASO 13/08/2017,638
49,,LISTA F-SOBERANIA,0.0,,,,33,ELECCIONES PASO 13/08/2017,638
50,,TOTAL FRENTE PATRIOTA BANDERA VECINAL,0.0,0.0,,,33,ELECCIONES PASO 13/08/2017,638
51,506,ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,,,,33,ELECCIONES PASO 13/08/2017,638
52,,"L.MEMORIA, VERDAD Y JUSTICIA",,0.0,,,33,ELECCIONES PASO 13/08/2017,638
53,,"L.POR TIERRA, TECHO Y TRABAJO",,,0.0,,33,ELECCIONES PASO 13/08/2017,638
54,,TOTAL ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,0.0,0.0,,33,ELECCIONES PASO 13/08/2017,638
55,507,CREO,,,,,33,ELECCIONES PASO 13/08/2017,638
56,,LISTA CONVICCIONES,1.0,1.0,,,33,ELECCIONES PASO 13/08/2017,638
57,,TOTAL CREO,1.0,1.0,,,33,ELECCIONES PASO 13/08/2017,638
58,507/79,PARTIDO RENOVADOR FEDERAL,,,,,33,ELECCIONES PASO 13/08/2017,638
59,,LISTA CONVICCIONES,,,0.0,0.0,33,ELECCIONES PASO 13/08/2017,638
60,,TOTAL PARTIDO RENOVADOR FEDERAL,,,0.0,0.0,33,ELECCIONES PASO 13/08/2017,638
61,508,CAMBIEMOS BUENOS AIRES,,,,,33,ELECCIONES PASO 13/08/2017,638
62,,LISTA CAMBIANDO JUNTOS,129.0,130.0,,,33,ELECCIONES PASO 13/08/2017,638
63,,LISTA 1A AMARILLO,,,130.0,132.0,33,ELECCIONES PASO 13/08/2017,638
64,,TOTAL CAMBIEMOS BUENOS AIRES,129.0,130.0,130.0,132.0,33,ELECCIONES PASO 13/08/2017,638
65,509,FRENTE JUSTICIALISTA,,,,,33,ELECCIONES PASO 13/08/2017,638
66,,LISTA CUMPLIR,18.0,19.0,,,33,ELECCIONES PASO 13/08/2017,638
67,,LISTA CUMPLIR 2,,,19.0,10.0,33,ELECCIONES PASO 13/08/2017,638
68,,LISTA CUMPLIR 4,,,,13.0,33,ELECCIONES PASO 13/08/2017,638
69,,TOTAL FRENTE JUSTICIALISTA,18.0,19.0,19.0,23.0,33,ELECCIONES PASO 13/08/2017,638
70,510,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,,,,,33,ELECCIONES PASO 13/08/2017,638
71,,LISTA 1,13.0,12.0,12.0,11.0,33,ELECCIONES PASO 13/08/2017,638
72,,TOTAL FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,13.0,12.0,12.0,11.0,33,ELECCIONES PASO 13/08/2017,638
73,1902,FRENTE UNION FEDERAL,,,,,33,ELECCIONES PASO 13/08/2017,638
74,,L.AUTOCTONO,,,0.0,,33,ELECCIONES PASO 13/08/2017,638
75,,L.DIGNIDAD POPULAR,,,0.0,,33,ELECCIONES PASO 13/08/2017,638
76,,L.FRENTE UNION FEDERAL,,,0.0,,33,ELECCIONES PASO 13/08/2017,638
77,,L.PRIMERA DAMA DEL PUEBLO,,,0.0,,33,ELECCIONES PASO 13/08/2017,638
78,,L.LABORISTA,,,0.0,,33,ELECCIONES PASO 13/08/2017,638
79,,L.POPULAR,,,0.0,,33,ELECCIONES PASO 13/08/2017,638
80,,L.RENOVACION FEDERAL,,,0.0,,33,ELECCIONES PASO 13/08/2017,638
81,,L.TRES BANDERAS,,,0.0,,33,ELECCIONES PASO 13/08/2017,638
82,,TOTAL FRENTE UNION FEDERAL,,,0.0,,33,ELECCIONES PASO 13/08/2017,638
83,738,MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,,33,ELECCIONES PASO 13/08/2017,638
84,,LISTA VECINOS POR MERCEDES,,,,4.0,33,ELECCIONES PASO 13/08/2017,638
85,,TOTAL MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,4.0,33,ELECCIONES PASO 13/08/2017,638
86,829,"AGRUP. 25 DE MAYO ""MERCEDES""",,,,,33,ELECCIONES PASO 13/08/2017,638
87,,LISTA 25 DE MAYO,,,,3.0,33,ELECCIONES PASO 13/08/2017,638
88,,"TOTAL AGRUP. 25 DE MAYO ""MERCEDES""",,,,3.0,33,ELECCIONES PASO 13/08/2017,638
89,,VOTOS NULOS,2.0,2.0,2.0,2.0,33,ELECCIONES PASO 13/08/2017,638
90,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,33,ELECCIONES PASO 13/08/2017,638
91,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,33,ELECCIONES PASO 13/08/2017,638
92,,VOTOS EN BLANCO,3.0,7.0,14.0,14.0,33,ELECCIONES PASO 13/08/2017,638
93,,TOTALES,271.0,271.0,271.0,271.0,33,ELECCIONES PASO 13/08/2017,638
0,8,PARTIDO FEDERAL,,,,,34,ELECCIONES PASO 13/08/2017,638
1,0121,LISTA -A- ROJO PUNZO,0.0,0.0,,,34,ELECCIONES PASO 13/08/2017,638
2,,LISTA -B- CELESTE Y BLANCA,1.0,1.0,1.0,,34,ELECCIONES PASO 13/08/2017,638
3,,LISTA -C- FEDERALISMO PURO,0.0,0.0,,,34,ELECCIONES PASO 13/08/2017,638
4,,LISTA -D- ALTERNATIVA,0.0,0.0,,,34,ELECCIONES PASO 13/08/2017,638
5,,TOTAL PARTIDO FEDERAL,1.0,1.0,1.0,,34,ELECCIONES PASO 13/08/2017,638
6,22,PARTIDO HUMANISTA,,,,,34,ELECCIONES PASO 13/08/2017,638
7,,LISTA A NARANJA,0.0,0.0,,,34,ELECCIONES PASO 13/08/2017,638
8,,TOTAL PARTIDO HUMANISTA,0.0,0.0,,,34,ELECCIONES PASO 13/08/2017,638
9,259,PARTIDO DEL CAMPO POPULAR,,,,,34,ELECCIONES PASO 13/08/2017,638
10,,LISTA A-INDEPENDENCIA,0.0,0.0,,,34,ELECCIONES PASO 13/08/2017,638
11,,LISTA B-LIBERTAD,0.0,,,,34,ELECCIONES PASO 13/08/2017,638
12,,LISTA C-SEGURIDAD,0.0,,,,34,ELECCIONES PASO 13/08/2017,638
13,,TOTAL PARTIDO DEL CAMPO POPULAR,0.0,0.0,,,34,ELECCIONES PASO 13/08/2017,638
14,268,MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,,,,,34,ELECCIONES PASO 13/08/2017,638
15,,LISTA UNIDAD 1,0.0,0.0,0.0,,34,ELECCIONES PASO 13/08/2017,638
16,,TOTAL MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,0.0,0.0,0.0,,34,ELECCIONES PASO 13/08/2017,638
17,298,TODOS POR BUENOS AIRES,,,,,34,ELECCIONES PASO 13/08/2017,638
18,,LISTA TOBA,0.0,0.0,0.0,,34,ELECCIONES PASO 13/08/2017,638
19,,TOTAL TODOS POR BUENOS AIRES,0.0,0.0,0.0,,34,ELECCIONES PASO 13/08/2017,638
20,301,PATRIA GRANDE,,,,,34,ELECCIONES PASO 13/08/2017,638
21,,LISTA VAMOS,,0.0,,,34,ELECCIONES PASO 13/08/2017,638
22,,LISTA FUERZA DE LA GENTE,,,0.0,,34,ELECCIONES PASO 13/08/2017,638
23,,TOTAL PATRIA GRANDE,,0.0,0.0,,34,ELECCIONES PASO 13/08/2017,638
24,309,MOVIMIENTO ORGANIZACION DEMOCRATICA,,,,,34,ELECCIONES PASO 13/08/2017,638
25,,LISTA COMPROMISO CIUDADANO,0.0,0.0,,,34,ELECCIONES PASO 13/08/2017,638
26,,TOTAL MOVIMIENTO ORGANIZACION DEMOCRATICA,0.0,0.0,,,34,ELECCIONES PASO 13/08/2017,638
27,501,1PAIS,,,,,34,ELECCIONES PASO 13/08/2017,638
28,,LISTA UN PAIS UNIDO HOY Y SIEMPRE,26.0,22.0,21.0,17.0,34,ELECCIONES PASO 13/08/2017,638
29,,TOTAL 1PAIS,26.0,22.0,21.0,17.0,34,ELECCIONES PASO 13/08/2017,638
30,502,FRENTE SOCIALISTA Y POPULAR,,,,,34,ELECCIONES PASO 13/08/2017,638
31,,LISTA A,2.0,1.0,,,34,ELECCIONES PASO 13/08/2017,638
32,,TOTAL FRENTE SOCIALISTA Y POPULAR,2.0,1.0,,,34,ELECCIONES PASO 13/08/2017,638
33,502/86,PARTIDO SOCIALISTA,,,,,34,ELECCIONES PASO 13/08/2017,638
34,,LISTA FRENTE SOCIALISTA Y POPULAR,,,1.0,,34,ELECCIONES PASO 13/08/2017,638
35,,TOTAL PARTIDO SOCIALISTA,,,1.0,,34,ELECCIONES PASO 13/08/2017,638
36,503,UNIDAD CIUDADANA,,,,,34,ELECCIONES PASO 13/08/2017,638
37,,LISTA CELESTE Y BLANCA U,54.0,55.0,,,34,ELECCIONES PASO 13/08/2017,638
38,,LISTA CELESTE Y BLANCA U2,,,56.0,60.0,34,ELECCIONES PASO 13/08/2017,638
39,,TOTAL UNIDAD CIUDADANA,54.0,55.0,56.0,60.0,34,ELECCIONES PASO 13/08/2017,638
40,504,IZQUIERDA AL FRENTE POR EL SOCIALISMO,,,,,34,ELECCIONES PASO 13/08/2017,638
41,,LISTA UNIDAD DE LA IZQUIERDA,1.0,0.0,0.0,,34,ELECCIONES PASO 13/08/2017,638
42,,TOTAL IZQUIERDA AL FRENTE POR EL SOCIALISMO,1.0,0.0,0.0,,34,ELECCIONES PASO 13/08/2017,638
43,505,FRENTE PATRIOTA BANDERA VECINAL,,,,,34,ELECCIONES PASO 13/08/2017,638
44,,LISTA A-CONDUCCION,2.0,2.0,,,34,ELECCIONES PASO 13/08/2017,638
45,,LISTA B-ESPERANZA,0.0,,,,34,ELECCIONES PASO 13/08/2017,638
46,,LISTA C-ORDEN Y SEGURIDAD,0.0,,,,34,ELECCIONES PASO 13/08/2017,638
47,,LISTA D-SOLIDARIDAD,0.0,,,,34,ELECCIONES PASO 13/08/2017,638
48,,LISTA E-PIONEROS,0.0,,,,34,ELECCIONES PASO 13/08/2017,638
49,,LISTA F-SOBERANIA,0.0,,,,34,ELECCIONES PASO 13/08/2017,638
50,,TOTAL FRENTE PATRIOTA BANDERA VECINAL,2.0,2.0,,,34,ELECCIONES PASO 13/08/2017,638
51,506,ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,,,,34,ELECCIONES PASO 13/08/2017,638
52,,"L.MEMORIA, VERDAD Y JUSTICIA",,0.0,,,34,ELECCIONES PASO 13/08/2017,638
53,,"L.POR TIERRA, TECHO Y TRABAJO",,,0.0,,34,ELECCIONES PASO 13/08/2017,638
54,,TOTAL ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,0.0,0.0,,34,ELECCIONES PASO 13/08/2017,638
55,507,CREO,,,,,34,ELECCIONES PASO 13/08/2017,638
56,,LISTA CONVICCIONES,2.0,2.0,,,34,ELECCIONES PASO 13/08/2017,638
57,,TOTAL CREO,2.0,2.0,,,34,ELECCIONES PASO 13/08/2017,638
58,507/79,PARTIDO RENOVADOR FEDERAL,,,,,34,ELECCIONES PASO 13/08/2017,638
59,,LISTA CONVICCIONES,,,2.0,2.0,34,ELECCIONES PASO 13/08/2017,638
60,,TOTAL PARTIDO RENOVADOR FEDERAL,,,2.0,2.0,34,ELECCIONES PASO 13/08/2017,638
61,508,CAMBIEMOS BUENOS AIRES,,,,,34,ELECCIONES PASO 13/08/2017,638
62,,LISTA CAMBIANDO JUNTOS,161.0,165.0,,,34,ELECCIONES PASO 13/08/2017,638
63,,LISTA 1A AMARILLO,,,164.0,161.0,34,ELECCIONES PASO 13/08/2017,638
64,,TOTAL CAMBIEMOS BUENOS AIRES,161.0,165.0,164.0,161.0,34,ELECCIONES PASO 13/08/2017,638
